m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
484,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mexico,2022,68.523,10^9 m3/year,A,false
484,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mexico,2023,68.521,10^9 m3/year,A,false
492,Water use,Water withdrawal by sector,Agricultural water withdrawal,Monaco,2021,0,10^9 m3/year,I,false
492,Water use,Water withdrawal by sector,Agricultural water withdrawal,Monaco,2022,0,10^9 m3/year,I,false
492,Water use,Water withdrawal by sector,Agricultural water withdrawal,Monaco,2023,0,10^9 m3/year,I,false
496,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mongolia,2021,0.2509,10^9 m3/year,I,false
496,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mongolia,2022,0.2509,10^9 m3/year,I,false
496,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mongolia,2023,0.2509,10^9 m3/year,I,false
499,Water use,Water withdrawal by sector,Agricultural water withdrawal,Montenegro,2021,0.00817,10^9 m3/year,X,false
499,Water use,Water withdrawal by sector,Agricultural water withdrawal,Montenegro,2022,0.00676,10^9 m3/year,X,false
499,Water use,Water withdrawal by sector,Agricultural water withdrawal,Montenegro,2023,0.00676,10^9 m3/year,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal,Morocco,2021,9.156,10^9 m3/year,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal,Morocco,2022,9.156,10^9 m3/year,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal,Morocco,2023,9.156,10^9 m3/year,I,false
508,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mozambique,2021,1.076,10^9 m3/year,I,false
508,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mozambique,2022,1.076,10^9 m3/year,I,false
508,Water use,Water withdrawal by sector,Agricultural water withdrawal,Mozambique,2023,1.076,10^9 m3/year,I,false
104,Water use,Water withdrawal by sector,Agricultural water withdrawal,Myanmar,2021,29.57,10^9 m3/year,I,false
104,Water use,Water withdrawal by sector,Agricultural water withdrawal,Myanmar,2022,29.57,10^9 m3/year,I,false
104,Water use,Water withdrawal by sector,Agricultural water withdrawal,Myanmar,2023,29.57,10^9 m3/year,I,false
516,Water use,Water withdrawal by sector,Agricultural water withdrawal,Namibia,2021,0.201,10^9 m3/year,I,false
516,Water use,Water withdrawal by sector,Agricultural water withdrawal,Namibia,2022,0.201,10^9 m3/year,I,false
516,Water use,Water withdrawal by sector,Agricultural water withdrawal,Namibia,2023,0.201,10^9 m3/year,I,false
524,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nepal,2021,9.32,10^9 m3/year,I,false
524,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nepal,2022,9.32,10^9 m3/year,I,false
524,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nepal,2023,9.32,10^9 m3/year,I,false
528,Water use,Water withdrawal by sector,Agricultural water withdrawal,Netherlands (Kingdom of the),2021,0.083827,10^9 m3/year,A,false
528,Water use,Water withdrawal by sector,Agricultural water withdrawal,Netherlands (Kingdom of the),2022,0.265086,10^9 m3/year,A,false
528,Water use,Water withdrawal by sector,Agricultural water withdrawal,Netherlands (Kingdom of the),2023,0.16732,10^9 m3/year,A,false
554,Water use,Water withdrawal by sector,Agricultural water withdrawal,New Zealand,2021,3.207,10^9 m3/year,I,false
554,Water use,Water withdrawal by sector,Agricultural water withdrawal,New Zealand,2022,3.207,10^9 m3/year,I,false
554,Water use,Water withdrawal by sector,Agricultural water withdrawal,New Zealand,2023,3.207,10^9 m3/year,I,false
558,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nicaragua,2021,1.084,10^9 m3/year,I,false
558,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nicaragua,2022,1.084,10^9 m3/year,I,false
558,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nicaragua,2023,1.084,10^9 m3/year,I,false
562,Water use,Water withdrawal by sector,Agricultural water withdrawal,Niger,2021,2.351407,10^9 m3/year,I,false
562,Water use,Water withdrawal by sector,Agricultural water withdrawal,Niger,2022,2.351407,10^9 m3/year,I,false
562,Water use,Water withdrawal by sector,Agricultural water withdrawal,Niger,2023,2.351407,10^9 m3/year,I,false
566,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nigeria,2021,5.51,10^9 m3/year,I,false
566,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nigeria,2022,5.51,10^9 m3/year,I,false
566,Water use,Water withdrawal by sector,Agricultural water withdrawal,Nigeria,2023,5.51,10^9 m3/year,I,false
807,Water use,Water withdrawal by sector,Agricultural water withdrawal,North Macedonia,2021,0.139,10^9 m3/year,I,false
807,Water use,Water withdrawal by sector,Agricultural water withdrawal,North Macedonia,2022,0.139,10^9 m3/year,I,false
807,Water use,Water withdrawal by sector,Agricultural water withdrawal,North Macedonia,2023,0.139,10^9 m3/year,I,false
15,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2021,111.178,10^9 m3/year,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2022,111.467,10^9 m3/year,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2023,111.542,10^9 m3/year,E,true
747,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2021,271.8642767,10^9 m3/year,E,true
747,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2022,266.736830824,10^9 m3/year,E,true
747,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2023,266.497546,10^9 m3/year,E,true
21,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2021,180.059,10^9 m3/year,E,true
21,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2022,180.059,10^9 m3/year,E,true
21,Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2023,180.059,10^9 m3/year,E,true
578,Water use,Water withdrawal by sector,Agricultural water withdrawal,Norway,2021,0.8449,10^9 m3/year,I,false
578,Water use,Water withdrawal by sector,Agricultural water withdrawal,Norway,2022,0.8449,10^9 m3/year,I,false
578,Water use,Water withdrawal by sector,Agricultural water withdrawal,Norway,2023,0.8449,10^9 m3/year,I,false
9,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2021,14.098,10^9 m3/year,E,true
9,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2022,14.428,10^9 m3/year,E,true
9,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2023,14.858,10^9 m3/year,E,true
543,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2021,0.051,10^9 m3/year,E,true
543,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2022,0.051,10^9 m3/year,E,true
543,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2023,0.051,10^9 m3/year,E,true
512,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oman,2021,1.547,10^9 m3/year,I,false
512,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oman,2022,1.547,10^9 m3/year,I,false
512,Water use,Water withdrawal by sector,Agricultural water withdrawal,Oman,2023,1.547,10^9 m3/year,I,false
586,Water use,Water withdrawal by sector,Agricultural water withdrawal,Pakistan,2021,172.4,10^9 m3/year,I,false
586,Water use,Water withdrawal by sector,Agricultural water withdrawal,Pakistan,2022,172.4,10^9 m3/year,I,false
586,Water use,Water withdrawal by sector,Agricultural water withdrawal,Pakistan,2023,172.4,10^9 m3/year,I,false
275,Water use,Water withdrawal by sector,Agricultural water withdrawal,Palestine,2021,0.152,10^9 m3/year,A,false
275,Water use,Water withdrawal by sector,Agricultural water withdrawal,Palestine,2022,0.158,10^9 m3/year,A,false
275,Water use,Water withdrawal by sector,Agricultural water withdrawal,Palestine,2023,0.139,10^9 m3/year,A,false
591,Water use,Water withdrawal by sector,Agricultural water withdrawal,Panama,2021,0.4461,10^9 m3/year,I,false
591,Water use,Water withdrawal by sector,Agricultural water withdrawal,Panama,2022,0.4461,10^9 m3/year,I,false
591,Water use,Water withdrawal by sector,Agricultural water withdrawal,Panama,2023,0.4461,10^9 m3/year,I,false
598,Water use,Water withdrawal by sector,Agricultural water withdrawal,Papua New Guinea,2021,0.001,10^9 m3/year,I,false
598,Water use,Water withdrawal by sector,Agricultural water withdrawal,Papua New Guinea,2022,0.001,10^9 m3/year,I,false
598,Water use,Water withdrawal by sector,Agricultural water withdrawal,Papua New Guinea,2023,0.001,10^9 m3/year,I,false
600,Water use,Water withdrawal by sector,Agricultural water withdrawal,Paraguay,2021,1.897,10^9 m3/year,I,false
600,Water use,Water withdrawal by sector,Agricultural water withdrawal,Paraguay,2022,1.897,10^9 m3/year,I,false
600,Water use,Water withdrawal by sector,Agricultural water withdrawal,Paraguay,2023,1.897,10^9 m3/year,I,false
604,Water use,Water withdrawal by sector,Agricultural water withdrawal,Peru,2021,21.112,10^9 m3/year,A,false
604,Water use,Water withdrawal by sector,Agricultural water withdrawal,Peru,2022,22.019,10^9 m3/year,A,false
604,Water use,Water withdrawal by sector,Agricultural water withdrawal,Peru,2023,23.1145,10^9 m3/year,I,false
608,Water use,Water withdrawal by sector,Agricultural water withdrawal,Philippines,2021,67.8483457,10^9 m3/year,A,false
608,Water use,Water withdrawal by sector,Agricultural water withdrawal,Philippines,2022,67.93720697,10^9 m3/year,A,false
608,Water use,Water withdrawal by sector,Agricultural water withdrawal,Philippines,2023,67.96506348,10^9 m3/year,A,false
616,Water use,Water withdrawal by sector,Agricultural water withdrawal,Poland,2021,1.35634,10^9 m3/year,X,false
616,Water use,Water withdrawal by sector,Agricultural water withdrawal,Poland,2022,1.28022,10^9 m3/year,X,false
616,Water use,Water withdrawal by sector,Agricultural water withdrawal,Poland,2023,1.28022,10^9 m3/year,I,false
620,Water use,Water withdrawal by sector,Agricultural water withdrawal,Portugal,2021,3.41948,10^9 m3/year,I,false
620,Water use,Water withdrawal by sector,Agricultural water withdrawal,Portugal,2022,3.41948,10^9 m3/year,I,false
620,Water use,Water withdrawal by sector,Agricultural water withdrawal,Portugal,2023,3.41948,10^9 m3/year,I,false
630,Water use,Water withdrawal by sector,Agricultural water withdrawal,Puerto Rico,2021,0.1135,10^9 m3/year,I,false
630,Water use,Water withdrawal by sector,Agricultural water withdrawal,Puerto Rico,2022,0.1135,10^9 m3/year,I,false
630,Water use,Water withdrawal by sector,Agricultural water withdrawal,Puerto Rico,2023,0.1135,10^9 m3/year,I,false
634,Water use,Water withdrawal by sector,Agricultural water withdrawal,Qatar,2021,0.3219567,10^9 m3/year,A,false
634,Water use,Water withdrawal by sector,Agricultural water withdrawal,Qatar,2022,0.311156,10^9 m3/year,A,false
634,Water use,Water withdrawal by sector,Agricultural water withdrawal,Qatar,2023,0.311156,10^9 m3/year,I,false
410,Water use,Water withdrawal by sector,Agricultural water withdrawal,Republic of Korea,2021,15.96,10^9 m3/year,I,false
410,Water use,Water withdrawal by sector,Agricultural water withdrawal,Republic of Korea,2022,15.96,10^9 m3/year,I,false
410,Water use,Water withdrawal by sector,Agricultural water withdrawal,Republic of Korea,2023,15.96,10^9 m3/year,I,false
498,Water use,Water withdrawal by sector,Agricultural water withdrawal,Republic of Moldova,2021,0.055,10^9 m3/year,I,false
498,Water use,Water withdrawal by sector,Agricultural water withdrawal,Republic of Moldova,2022,0.055,10^9 m3/year,I,false
498,Water use,Water withdrawal by sector,Agricultural water withdrawal,Republic of Moldova,2023,0.055,10^9 m3/year,I,false
642,Water use,Water withdrawal by sector,Agricultural water withdrawal,Romania,2021,2.48,10^9 m3/year,A,false
642,Water use,Water withdrawal by sector,Agricultural water withdrawal,Romania,2022,2.955,10^9 m3/year,A,false
642,Water use,Water withdrawal by sector,Agricultural water withdrawal,Romania,2023,2.789,10^9 m3/year,A,false
643,Water use,Water withdrawal by sector,Agricultural water withdrawal,Russian Federation,2021,18.64,10^9 m3/year,I,false
643,Water use,Water withdrawal by sector,Agricultural water withdrawal,Russian Federation,2022,18.64,10^9 m3/year,I,false
643,Water use,Water withdrawal by sector,Agricultural water withdrawal,Russian Federation,2023,18.64,10^9 m3/year,I,false
646,Water use,Water withdrawal by sector,Agricultural water withdrawal,Rwanda,2021,0.361,10^9 m3/year,A,false
646,Water use,Water withdrawal by sector,Agricultural water withdrawal,Rwanda,2022,0.361,10^9 m3/year,I,false
646,Water use,Water withdrawal by sector,Agricultural water withdrawal,Rwanda,2023,0.361,10^9 m3/year,I,false
659,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Kitts and Nevis,2021,0.0002,10^9 m3/year,I,false
659,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Kitts and Nevis,2022,0.0002,10^9 m3/year,I,false
659,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Kitts and Nevis,2023,0.0002,10^9 m3/year,I,false
662,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Lucia,2021,0.0304,10^9 m3/year,I,false
662,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Lucia,2022,0.0304,10^9 m3/year,I,false
662,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Lucia,2023,0.0304,10^9 m3/year,I,false
670,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Vincent and the Grenadines,2021,0,10^9 m3/year,I,false
670,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Vincent and the Grenadines,2022,0,10^9 m3/year,I,false
670,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saint Vincent and the Grenadines,2023,0,10^9 m3/year,I,false
678,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sao Tome and Principe,2021,0.0256,10^9 m3/year,I,false
678,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sao Tome and Principe,2022,0.0256,10^9 m3/year,I,false
678,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sao Tome and Principe,2023,0.0256,10^9 m3/year,I,false
682,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saudi Arabia,2021,21.2,10^9 m3/year,I,false
682,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saudi Arabia,2022,21.2,10^9 m3/year,I,false
682,Water use,Water withdrawal by sector,Agricultural water withdrawal,Saudi Arabia,2023,21.2,10^9 m3/year,I,false
686,Water use,Water withdrawal by sector,Agricultural water withdrawal,Senegal,2021,2.7586822,10^9 m3/year,I,false
686,Water use,Water withdrawal by sector,Agricultural water withdrawal,Senegal,2022,2.7586822,10^9 m3/year,I,false
686,Water use,Water withdrawal by sector,Agricultural water withdrawal,Senegal,2023,2.7586822,10^9 m3/year,I,false
688,Water use,Water withdrawal by sector,Agricultural water withdrawal,Serbia,2021,0.412,10^9 m3/year,A,false
688,Water use,Water withdrawal by sector,Agricultural water withdrawal,Serbia,2022,0.422,10^9 m3/year,A,false
688,Water use,Water withdrawal by sector,Agricultural water withdrawal,Serbia,2023,0.437,10^9 m3/year,A,false
690,Water use,Water withdrawal by sector,Agricultural water withdrawal,Seychelles,2021,0.0009,10^9 m3/year,I,false
690,Water use,Water withdrawal by sector,Agricultural water withdrawal,Seychelles,2022,0.0009,10^9 m3/year,I,false
690,Water use,Water withdrawal by sector,Agricultural water withdrawal,Seychelles,2023,0.0009,10^9 m3/year,I,false
694,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sierra Leone,2021,0.0457,10^9 m3/year,I,false
694,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sierra Leone,2022,0.0457,10^9 m3/year,I,false
694,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sierra Leone,2023,0.0457,10^9 m3/year,I,false
702,Water use,Water withdrawal by sector,Agricultural water withdrawal,Singapore,2021,0.013947063,10^9 m3/year,I,false
702,Water use,Water withdrawal by sector,Agricultural water withdrawal,Singapore,2022,0.001494126,10^9 m3/year,A,false
702,Water use,Water withdrawal by sector,Agricultural water withdrawal,Singapore,2023,0.001494126,10^9 m3/year,I,false
703,Water use,Water withdrawal by sector,Agricultural water withdrawal,Slovakia,2021,0.0304301,10^9 m3/year,A,false
703,Water use,Water withdrawal by sector,Agricultural water withdrawal,Slovakia,2022,0.03285105,10^9 m3/year,A,false
703,Water use,Water withdrawal by sector,Agricultural water withdrawal,Slovakia,2023,0.03285105,10^9 m3/year,I,false
705,Water use,Water withdrawal by sector,Agricultural water withdrawal,Slovenia,2021,0.003,10^9 m3/year,A,false
705,Water use,Water withdrawal by sector,Agricultural water withdrawal,Slovenia,2022,0.0034,10^9 m3/year,A,false
705,Water use,Water withdrawal by sector,Agricultural water withdrawal,Slovenia,2023,0.0047,10^9 m3/year,A,false
722,Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2021,17.174686413,10^9 m3/year,E,true
722,Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2022,17.158181326,10^9 m3/year,E,true
722,Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2023,17.151181326,10^9 m3/year,E,true
706,Water use,Water withdrawal by sector,Agricultural water withdrawal,Somalia,2021,3.281,10^9 m3/year,I,false
706,Water use,Water withdrawal by sector,Agricultural water withdrawal,Somalia,2022,3.281,10^9 m3/year,I,false
706,Water use,Water withdrawal by sector,Agricultural water withdrawal,Somalia,2023,3.281,10^9 m3/year,I,false
710,Water use,Water withdrawal by sector,Agricultural water withdrawal,South Africa,2021,11.842,10^9 m3/year,A,false
710,Water use,Water withdrawal by sector,Agricultural water withdrawal,South Africa,2022,11.839,10^9 m3/year,A,false
710,Water use,Water withdrawal by sector,Agricultural water withdrawal,South Africa,2023,11.904421,10^9 m3/year,A,false
728,Water use,Water withdrawal by sector,Agricultural water withdrawal,South Sudan,2021,0.24,10^9 m3/year,I,false
728,Water use,Water withdrawal by sector,Agricultural water withdrawal,South Sudan,2022,0.24,10^9 m3/year,I,false
728,Water use,Water withdrawal by sector,Agricultural water withdrawal,South Sudan,2023,0.24,10^9 m3/year,I,false
35,Water use,Water withdrawal by sector,Agricultural water withdrawal,South-eastern Asia,2021,427.622074904,10^9 m3/year,E,true
35,Water use,Water withdrawal by sector,Agricultural water withdrawal,South-eastern Asia,2022,427.698483237,10^9 m3/year,E,true
35,Water use,Water withdrawal by sector,Agricultural water withdrawal,South-eastern Asia,2023,427.726339747,10^9 m3/year,E,true
34,Water use,Water withdrawal by sector,Agricultural water withdrawal,Southern Asia,2021,1018.848268194,10^9 m3/year,E,true
34,Water use,Water withdrawal by sector,Agricultural water withdrawal,Southern Asia,2022,1018.848268194,10^9 m3/year,E,true
34,Water use,Water withdrawal by sector,Agricultural water withdrawal,Southern Asia,2023,1018.848268194,10^9 m3/year,E,true
724,Water use,Water withdrawal by sector,Agricultural water withdrawal,Spain,2021,18.96,10^9 m3/year,I,false
724,Water use,Water withdrawal by sector,Agricultural water withdrawal,Spain,2022,18.96,10^9 m3/year,I,false
724,Water use,Water withdrawal by sector,Agricultural water withdrawal,Spain,2023,18.96,10^9 m3/year,I,false
144,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sri Lanka,2021,11.31,10^9 m3/year,I,false
144,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sri Lanka,2022,11.31,10^9 m3/year,I,false
144,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sri Lanka,2023,11.31,10^9 m3/year,I,false
202,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sub-Saharan Africa,2021,105.585310605,10^9 m3/year,E,true
202,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sub-Saharan Africa,2022,106.748436855,10^9 m3/year,E,true
202,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sub-Saharan Africa,2023,98.662497955,10^9 m3/year,E,true
729,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sudan,2021,25.91,10^9 m3/year,I,false
729,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sudan,2022,25.91,10^9 m3/year,I,false
729,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sudan,2023,25.91,10^9 m3/year,I,false
740,Water use,Water withdrawal by sector,Agricultural water withdrawal,Suriname,2021,0.4311,10^9 m3/year,I,false
740,Water use,Water withdrawal by sector,Agricultural water withdrawal,Suriname,2022,0.4311,10^9 m3/year,I,false
740,Water use,Water withdrawal by sector,Agricultural water withdrawal,Suriname,2023,0.4311,10^9 m3/year,I,false
752,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sweden,2021,0.102,10^9 m3/year,I,false
752,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sweden,2022,0.102,10^9 m3/year,I,false
752,Water use,Water withdrawal by sector,Agricultural water withdrawal,Sweden,2023,0.102,10^9 m3/year,I,false
756,Water use,Water withdrawal by sector,Agricultural water withdrawal,Switzerland,2021,0.1601,10^9 m3/year,I,false
756,Water use,Water withdrawal by sector,Agricultural water withdrawal,Switzerland,2022,0.1601,10^9 m3/year,I,false
756,Water use,Water withdrawal by sector,Agricultural water withdrawal,Switzerland,2023,0.1601,10^9 m3/year,I,false
760,Water use,Water withdrawal by sector,Agricultural water withdrawal,Syrian Arab Republic,2021,14.67,10^9 m3/year,I,false
760,Water use,Water withdrawal by sector,Agricultural water withdrawal,Syrian Arab Republic,2022,14.67,10^9 m3/year,I,false
760,Water use,Water withdrawal by sector,Agricultural water withdrawal,Syrian Arab Republic,2023,14.67,10^9 m3/year,I,false
762,Water use,Water withdrawal by sector,Agricultural water withdrawal,Tajikistan,2021,7.378,10^9 m3/year,I,false
762,Water use,Water withdrawal by sector,Agricultural water withdrawal,Tajikistan,2022,7.378,10^9 m3/year,I,false
762,Water use,Water withdrawal by sector,Agricultural water withdrawal,Tajikistan,2023,7.378,10^9 m3/year,I,false
764,Water use,Water withdrawal by sector,Agricultural water withdrawal,Thailand,2021,51.79,10^9 m3/year,I,false
764,Water use,Water withdrawal by sector,Agricultural water withdrawal,Thailand,2022,51.79,10^9 m3/year,I,false
764,Water use,Water withdrawal by sector,Agricultural water withdrawal,Thailand,2023,51.79,10^9 m3/year,I,false
626,Water use,Water withdrawal by sector,Agricultural water withdrawal,Timor-Leste,2021,1.071,10^9 m3/year,I,false
626,Water use,Water withdrawal by sector,Agricultural water withdrawal,Timor-Leste,2022,1.071,10^9 m3/year,I,false
626,Water use,Water withdrawal by sector,Agricultural water withdrawal,Timor-Leste,2023,1.071,10^9 m3/year,I,false
768,Water use,Water withdrawal by sector,Agricultural water withdrawal,Togo,2021,0.076,10^9 m3/year,I,false
768,Water use,Water withdrawal by sector,Agricultural water withdrawal,Togo,2022,0.076,10^9 m3/year,I,false
768,Water use,Water withdrawal by sector,Agricultural water withdrawal,Togo,2023,0.076,10^9 m3/year,I,false
780,Water use,Water withdrawal by sector,Agricultural water withdrawal,Trinidad and Tobago,2021,0.0167,10^9 m3/year,I,false
780,Water use,Water withdrawal by sector,Agricultural water withdrawal,Trinidad and Tobago,2022,0.0167,10^9 m3/year,I,false
780,Water use,Water withdrawal by sector,Agricultural water withdrawal,Trinidad and Tobago,2023,0.0167,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Agricultural water withdrawal,Tunisia,2021,2.78,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Agricultural water withdrawal,Tunisia,2022,2.81,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Agricultural water withdrawal,Tunisia,2023,2.885,10^9 m3/year,A,false
795,Water use,Water withdrawal by sector,Agricultural water withdrawal,Turkmenistan,2021,16.1196,10^9 m3/year,I,false
795,Water use,Water withdrawal by sector,Agricultural water withdrawal,Turkmenistan,2022,16.1196,10^9 m3/year,I,false
795,Water use,Water withdrawal by sector,Agricultural water withdrawal,Turkmenistan,2023,16.1196,10^9 m3/year,I,false
792,Water use,Water withdrawal by sector,Agricultural water withdrawal,Türkiye,2021,53.81273,10^9 m3/year,A,false
792,Water use,Water withdrawal by sector,Agricultural water withdrawal,Türkiye,2022,56.12672,10^9 m3/year,A,false
792,Water use,Water withdrawal by sector,Agricultural water withdrawal,Türkiye,2023,56.12672,10^9 m3/year,I,false
800,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uganda,2021,0.259,10^9 m3/year,I,false
800,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uganda,2022,0.259,10^9 m3/year,I,false
800,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uganda,2023,0.259,10^9 m3/year,I,false
804,Water use,Water withdrawal by sector,Agricultural water withdrawal,Ukraine,2021,2.437,10^9 m3/year,A,false
804,Water use,Water withdrawal by sector,Agricultural water withdrawal,Ukraine,2022,1.031,10^9 m3/year,A,false
804,Water use,Water withdrawal by sector,Agricultural water withdrawal,Ukraine,2023,1.606,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Arab Emirates,2021,2.238,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Arab Emirates,2022,2.465684824,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Arab Emirates,2023,2.119,10^9 m3/year,A,false
826,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Kingdom of Great Britain and Northern Ireland,2021,1.183,10^9 m3/year,I,false
826,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Kingdom of Great Britain and Northern Ireland,2022,1.183,10^9 m3/year,I,false
826,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Kingdom of Great Britain and Northern Ireland,2023,1.183,10^9 m3/year,I,false
834,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Republic of Tanzania,2021,4.632,10^9 m3/year,I,false
834,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Republic of Tanzania,2022,4.632,10^9 m3/year,I,false
834,Water use,Water withdrawal by sector,Agricultural water withdrawal,United Republic of Tanzania,2023,4.632,10^9 m3/year,I,false
840,Water use,Water withdrawal by sector,Agricultural water withdrawal,United States of America,2021,176.2,10^9 m3/year,I,false
840,Water use,Water withdrawal by sector,Agricultural water withdrawal,United States of America,2022,176.2,10^9 m3/year,I,false
840,Water use,Water withdrawal by sector,Agricultural water withdrawal,United States of America,2023,176.2,10^9 m3/year,I,false
858,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uruguay,2021,3.4482156,10^9 m3/year,A,false
858,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uruguay,2022,3.4793246,10^9 m3/year,A,false
858,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uruguay,2023,3.4315045,10^9 m3/year,A,false
860,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uzbekistan,2021,39.7,10^9 m3/year,A,false
860,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uzbekistan,2022,41,10^9 m3/year,A,false
860,Water use,Water withdrawal by sector,Agricultural water withdrawal,Uzbekistan,2023,41,10^9 m3/year,I,false
862,Water use,Water withdrawal by sector,Agricultural water withdrawal,Venezuela (Bolivarian Republic of),2021,16.71,10^9 m3/year,I,false
862,Water use,Water withdrawal by sector,Agricultural water withdrawal,Venezuela (Bolivarian Republic of),2022,16.71,10^9 m3/year,I,false
862,Water use,Water withdrawal by sector,Agricultural water withdrawal,Venezuela (Bolivarian Republic of),2023,16.71,10^9 m3/year,I,false
704,Water use,Water withdrawal by sector,Agricultural water withdrawal,Viet Nam,2021,76.015482141,10^9 m3/year,I,false
704,Water use,Water withdrawal by sector,Agricultural water withdrawal,Viet Nam,2022,76.015482141,10^9 m3/year,I,false
704,Water use,Water withdrawal by sector,Agricultural water withdrawal,Viet Nam,2023,76.015482141,10^9 m3/year,I,false
145,Water use,Water withdrawal by sector,Agricultural water withdrawal,Western Asia,2021,160.6862767,10^9 m3/year,E,true
